"Notes:"
"2024/02/23
Standard Data ver 1
Vacuum pressure 3.29e-2 torr
Simulate leak testing on index set 75
"507","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:02","2024/2/23","L  ",""
"508","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:03","2024/2/23","L  ",""
"509","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:04","2024/2/23","L  ",""
"510","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:05","2024/2/23","L  ",""
"511","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:06","2024/2/23","L  ",""
"512","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:07","2024/2/23","L  ",""
"513","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:08","2024/2/23","L  ",""
"514","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:09","2024/2/23","L  ",""
"515","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:10","2024/2/23","L  ",""
"516","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:11","2024/2/23","L  ",""
"517","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:12","2024/2/23","L  ",""
"518","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:13","2024/2/23","L  ",""
"519","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:14","2024/2/23","L  ",""
"520","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:15","2024/2/23","L  ",""
"521","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:16","2024/2/23","L  ",""
"522","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:17","2024/2/23","L  ",""
"523","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:18","2024/2/23","L  ",""
"524","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:19","2024/2/23","L  ",""
"525","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:20","2024/2/23","L  ",""
"526","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:21","2024/2/23","L  ",""
"527","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:22","2024/2/23","L  ",""
"528","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:23","2024/2/23","L  ",""
"529","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:24","2024/2/23","L  ",""
"530","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:25","2024/2/23","L  ",""
"531","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:26","2024/2/23","L  ",""
"532","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:27","2024/2/23","L  ",""
"533","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:28","2024/2/23","L  ",""
"534","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:29","2024/2/23","L  ",""
"535","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:30","2024/2/23","L  ",""
"536","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:31","2024/2/23","L  ",""
"537","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:32","2024/2/23","L  ",""
"538","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:33","2024/2/23","L  ",""
"539","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:34","2024/2/23","L  ",""
"540","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:35","2024/2/23","L  ",""
"541","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:36","2024/2/23","L  ",""
"542","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:37","2024/2/23","L  ",""
"543","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:38","2024/2/23","L  ",""
"544","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:39","2024/2/23","L  ",""
"545","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:40","2024/2/23","L  ",""
"546","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:41","2024/2/23","L  ",""
"547","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:42","2024/2/23","L  ",""
"548","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:43","2024/2/23","L  ",""
"549","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:44","2024/2/23","L  ",""
"550","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:45","2024/2/23","L  ",""
"551","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:46","2024/2/23","L  ",""
"552","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:47","2024/2/23","L  ",""
"553","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:48","2024/2/23","L  ",""
"554","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:49","2024/2/23","L  ",""
"555","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:50","2024/2/23","L  ",""
"556","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:51","2024/2/23","L  ",""
"557","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:52","2024/2/23","L  ",""
"558","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:53","2024/2/23","L  ",""
"559","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:54","2024/2/23","L  ",""
"560","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:55","2024/2/23","L  ",""
"561","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:56","2024/2/23","L  ",""
"562","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:57","2024/2/23","L  ",""
"563","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:58","2024/2/23","L  ",""
"564","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:59","2024/2/23","L  ",""
"565","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:00","2024/2/23","L  ",""
"566","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:01","2024/2/23","L  ",""
"567","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:02","2024/2/23","L  ",""
"568","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:03","2024/2/23","L  ",""
"569","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:04","2024/2/23","L  ",""
"570","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:05","2024/2/23","L  ",""
"571","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:06","2024/2/23","L  ",""
"572","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:07","2024/2/23","L  ",""
"573","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:08","2024/2/23","L  ",""
"574","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:09","2024/2/23","L  ",""
"575","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:10","2024/2/23","L  ",""
"576","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:11","2024/2/23","L  ",""
"577","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:12","2024/2/23","L  ",""
"578","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:13","2024/2/23","L  ",""
"579","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:14","2024/2/23","L  ",""
"580","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:15","2024/2/23","L  ",""
"581","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:16","2024/2/23","L  ",""
"582","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:17","2024/2/23","L  ",""
"583","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:18","2024/2/23","L  ",""
"584","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:19","2024/2/23","L  ",""
"585","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:20","2024/2/23","L  ",""
"586","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:21","2024/2/23","L  ",""
"587","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:22","2024/2/23","L  ",""
"588","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:23","2024/2/23","L  ",""
"589","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:24","2024/2/23","L  ",""
"590","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:25","2024/2/23","L  ",""
"591","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:26","2024/2/23","L  ",""
"592","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:27","2024/2/23","L  ",""
"593","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:28","2024/2/23","L  ",""
"594","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:29","2024/2/23","L  ",""
"595","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:30","2024/2/23","L  ",""
"596","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:31","2024/2/23","L  ",""
"597","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:32","2024/2/23","L  ",""
"598","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:33","2024/2/23","L  ",""
"599","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:34","2024/2/23","L  ",""
"600","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:35","2024/2/23","L  ",""
"601","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:36","2024/2/23","L  ",""
"602","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:37","2024/2/23","L  ",""
"603","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:38","2024/2/23","L  ",""
"604","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:39","2024/2/23","L  ",""
"605","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:40","2024/2/23","L  ",""
"606","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:41","2024/2/23","L  ",""
"607","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:42","2024/2/23","L  ",""
"608","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:43","2024/2/23","L  ",""
"609","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:44","2024/2/23","L  ",""
"610","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:45","2024/2/23","L  ",""
"611","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:46","2024/2/23","L  ",""
"612","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:47","2024/2/23","L  ",""
"613","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:48","2024/2/23","L  ",""
"614","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:49","2024/2/23","L  ",""
"615","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:50","2024/2/23","L  ",""
"616","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:51","2024/2/23","L  ",""
"617","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:52","2024/2/23","L  ",""
"618","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:53","2024/2/23","L  ",""
"619","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:54","2024/2/23","L  ",""
"620","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:55","2024/2/23","L  ",""
"621","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:56","2024/2/23","L  ",""
"622","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:57","2024/2/23","L  ",""
"623","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:58","2024/2/23","L  ",""
"624","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:50:59","2024/2/23","L  ",""
"625","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:00","2024/2/23","L  ",""
"626","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:01","2024/2/23","L  ",""
"627","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:02","2024/2/23","L  ",""
"628","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:03","2024/2/23","L  ",""
"629","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:04","2024/2/23","L  ",""
"630","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:05","2024/2/23","L  ",""
"631","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:06","2024/2/23","L  ",""
"632","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:07","2024/2/23","L  ",""
"633","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:08","2024/2/23","L  ",""
"634","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:09","2024/2/23","L  ",""
"635","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:10","2024/2/23","L  ",""
"636","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:11","2024/2/23","L  ",""
"637","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:12","2024/2/23","L  ",""
"638","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:13","2024/2/23","L  ",""
"639","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:14","2024/2/23","L  ",""
"640","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:15","2024/2/23","L  ",""
"641","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:16","2024/2/23","L  ",""
"642","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:17","2024/2/23","L  ",""
"643","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:18","2024/2/23","L  ",""
"644","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:19","2024/2/23","L  ",""
"645","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:20","2024/2/23","L  ",""
"646","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:21","2024/2/23","L  ",""
"647","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:22","2024/2/23","L  ",""
"648","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:23","2024/2/23","L  ",""
"649","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:24","2024/2/23","L  ",""
"650","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:25","2024/2/23","L  ",""
"651","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:26","2024/2/23","L  ",""
"652","224.7","2.549E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:27","2024/2/23","L  ",""
"653","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:28","2024/2/23","L  ",""
"654","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:29","2024/2/23","L  ",""
"655","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:30","2024/2/23","L  ",""
"656","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:31","2024/2/23","L  ",""
"657","224.7","2.549E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:32","2024/2/23","L  ",""
"658","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:33","2024/2/23","L  ",""
"659","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:34","2024/2/23","L  ",""
"660","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:35","2024/2/23","L  ",""
"661","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:36","2024/2/23","L  ",""
"662","224.7","2.549E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:37","2024/2/23","L  ",""
"663","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:38","2024/2/23","L  ",""
"664","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:39","2024/2/23","L  ",""
"665","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:40","2024/2/23","L  ",""
"666","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:41","2024/2/23","L  ",""
"667","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:42","2024/2/23","L  ",""
"668","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:43","2024/2/23","L  ",""
"669","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:44","2024/2/23","L  ",""
"670","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:45","2024/2/23","L  ",""
"671","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:46","2024/2/23","L  ",""
"672","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:47","2024/2/23","L  ",""
"673","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:48","2024/2/23","L  ",""
"674","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:49","2024/2/23","L  ",""
"675","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:50","2024/2/23","L  ",""
"676","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:51","2024/2/23","L  ",""
"677","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:52","2024/2/23","L  ",""
"678","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:53","2024/2/23","L  ",""
"679","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:54","2024/2/23","L  ",""
"680","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:55","2024/2/23","L  ",""
"681","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:56","2024/2/23","L  ",""
"682","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:57","2024/2/23","L  ",""
"683","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:58","2024/2/23","L  ",""
"684","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:51:59","2024/2/23","L  ",""
"685","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:00","2024/2/23","L  ",""
"686","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:01","2024/2/23","L  ",""
"687","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:02","2024/2/23","L  ",""
"688","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:03","2024/2/23","L  ",""
"689","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:04","2024/2/23","L  ",""
"690","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:05","2024/2/23","L  ",""
"691","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:06","2024/2/23","L  ",""
"692","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:07","2024/2/23","L  ",""
"693","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:08","2024/2/23","L  ",""
"694","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:09","2024/2/23","L  ",""
"695","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:10","2024/2/23","L  ",""
"696","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:11","2024/2/23","L  ",""
"697","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:12","2024/2/23","L  ",""
"698","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:13","2024/2/23","L  ",""
"699","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:14","2024/2/23","L  ",""
"700","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:15","2024/2/23","L  ",""
"701","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:16","2024/2/23","L  ",""
"702","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:17","2024/2/23","L  ",""
"703","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:18","2024/2/23","L  ",""
"704","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:19","2024/2/23","L  ",""
"705","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:20","2024/2/23","L  ",""
"706","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:21","2024/2/23","L  ",""
"707","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:22","2024/2/23","L  ",""
"708","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:23","2024/2/23","L  ",""
"709","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:24","2024/2/23","L  ",""
"710","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:25","2024/2/23","L  ",""
"711","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:26","2024/2/23","L  ",""
"712","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:27","2024/2/23","L  ",""
"713","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:28","2024/2/23","L  ",""
"714","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:29","2024/2/23","L  ",""
"715","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:30","2024/2/23","L  ",""
"716","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:31","2024/2/23","L  ",""
"717","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:32","2024/2/23","L  ",""
"718","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:33","2024/2/23","L  ",""
"719","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:34","2024/2/23","L  ",""
"720","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:35","2024/2/23","L  ",""
"721","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:36","2024/2/23","L  ",""
"722","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:37","2024/2/23","L  ",""
"723","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:38","2024/2/23","L  ",""
"724","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:39","2024/2/23","L  ",""
"725","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:40","2024/2/23","L  ",""
"726","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:41","2024/2/23","L  ",""
"727","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:42","2024/2/23","L  ",""
"728","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:43","2024/2/23","L  ",""
"729","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:44","2024/2/23","L  ",""
"730","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:45","2024/2/23","L  ",""
"731","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:46","2024/2/23","L  ",""
"732","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:47","2024/2/23","L  ",""
"733","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:48","2024/2/23","L  ",""
"734","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:49","2024/2/23","L  ",""
"735","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:50","2024/2/23","L  ",""
"736","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:51","2024/2/23","L  ",""
"737","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:52","2024/2/23","L  ",""
"738","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:53","2024/2/23","L  ",""
"739","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:54","2024/2/23","L  ",""
"740","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:55","2024/2/23","L  ",""
"741","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:56","2024/2/23","L  ",""
"742","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:57","2024/2/23","L  ",""
"743","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:58","2024/2/23","L  ",""
"744","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:52:59","2024/2/23","L  ",""
"745","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:00","2024/2/23","L  ",""
"746","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:01","2024/2/23","L  ",""
"747","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:02","2024/2/23","L  ",""
"748","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:03","2024/2/23","L  ",""
"749","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:04","2024/2/23","L  ",""
"750","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:05","2024/2/23","L  ",""
"751","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:06","2024/2/23","L  ",""
"752","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:07","2024/2/23","L  ",""
"753","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:08","2024/2/23","L  ",""
"754","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:09","2024/2/23","L  ",""
"755","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:10","2024/2/23","L  ",""
"756","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:11","2024/2/23","L  ",""
"757","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:12","2024/2/23","L  ",""
"758","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:13","2024/2/23","L  ",""
"759","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:14","2024/2/23","L  ",""
